,x,y
0,1,21.11111111111111
1,3,16.666666666666668
2,5,11.11111111111111
3,7,8.333333333333334
4,9,6.111111111111111
5,11,10.555555555555555
6,13,6.111111111111111
7,15,3.888888888888889
8,17,5.555555555555555
9,19,6.111111111111111
10,21,5.555555555555555
11,23,3.333333333333333
12,25,5.0
13,27,2.7777777777777777
14,29,5.0
15,31,2.7777777777777777
16,33,2.7777777777777777
17,35,1.6666666666666665
18,37,3.333333333333333
19,39,1.6666666666666665
20,41,2.2222222222222223
21,43,1.6666666666666665
22,45,2.2222222222222223
23,47,2.7777777777777777
24,49,
25,51,1.1111111111111112
26,53,1.1111111111111112
27,55,1.1111111111111112
28,57,1.1111111111111112
29,59,4.444444444444445
30,61,1.1111111111111112
31,63,2.2222222222222223
32,65,
33,67,1.1111111111111112
34,69,1.1111111111111112
35,71,1.1111111111111112
36,73,1.1111111111111112
37,75,1.1111111111111112
38,77,1.1111111111111112
39,79,1.1111111111111112
40,81,1.1111111111111112
41,83,1.1111111111111112
42,85,1.1111111111111112
43,87,1.1111111111111112
44,89,1.1111111111111112
45,91,1.1111111111111112
46,93,
47,95,
48,97,
49,99,1.1111111111111112
50,101,1.1111111111111112
51,103,1.1111111111111112
52,105,
53,107,1.1111111111111112
54,109,
55,111,1.1111111111111112
56,113,1.1111111111111112
57,115,1.1111111111111112
58,117,
59,119,
60,121,
61,123,
62,125,
63,127,1.1111111111111112
64,129,
65,131,
66,133,
67,135,
68,137,
69,139,1.1111111111111112
70,141,
71,143,
72,145,
73,147,1.1111111111111112
74,149,
75,151,1.1111111111111112
76,153,
77,155,
78,157,
79,159,1.1111111111111112
80,161,
81,163,1.1111111111111112
82,165,1.1111111111111112
83,167,
84,169,
85,171,
86,173,1.1111111111111112
87,175,
88,177,
89,179,
90,181,1.1111111111111112
91,183,1.1111111111111112
92,185,
93,187,
94,189,
95,191,1.1111111111111112
96,193,
97,195,
98,197,
99,199,
100,201,
101,203,
102,205,
103,207,
104,209,
105,211,
106,213,
107,215,
108,217,
109,219,
110,221,
111,223,
112,225,
113,227,
114,229,
115,231,
116,233,
117,235,
118,237,
119,239,
120,241,
121,243,
122,245,
123,247,
124,249,
125,251,
126,253,
127,255,
128,257,
129,259,
130,261,
131,263,
132,265,
133,267,
134,269,
135,271,
136,273,
137,275,
138,277,
139,279,
140,281,
141,283,
142,285,
143,287,
144,289,
145,291,
146,293,
147,295,
148,297,
149,299,
